date,wl
3/1/2007,1.773936
3/2/2007,1.792224
3/3/2007,1.825752
3/4/2007,1.917192
3/5/2007,2.090928
3/6/2007,2.319528
3/7/2007,2.587752
3/8/2007,2.779776
3/9/2007,2.938272
3/10/2007,3.038856
3/11/2007,3.157728
3/12/2007,3.264408
3/13/2007,3.36804
3/14/2007,3.453384
3/15/2007,3.544824
3/16/2007,3.593592
3/17/2007,3.624072
3/18/2007,3.569208
3/19/2007,3.456432
3/20/2007,3.304032
3/21/2007,3.115056
3/22/2007,2.935224
3/23/2007,2.764536
3/24/2007,2.5908
3/25/2007,2.478024
3/26/2007,2.435352
3/27/2007,2.471928
3/28/2007,2.538984
3/29/2007,2.630424
3/30/2007,2.734056
3/31/2007,2.892552
4/1/2007,2.993136
4/2/2007,3.069336
4/3/2007,3.151632
4/4/2007,3.188208
4/5/2007,3.258312
4/6/2007,3.273552
4/7/2007,3.270504
4/8/2007,3.279648
4/9/2007,3.310128
4/10/2007,3.410712
4/11/2007,3.502152
4/12/2007,3.499104
4/13/2007,3.532632
4/14/2007,3.590544
4/15/2007,3.56616
4/16/2007,3.511296
4/17/2007,3.441192
4/18/2007,3.410712
4/19/2007,3.319272
4/20/2007,3.252216
4/21/2007,3.194304
4/22/2007,3.188208
4/23/2007,3.255264
4/24/2007,3.285744
4/25/2007,3.358896
4/26/2007,3.462528
4/27/2007,3.523488
4/28/2007,3.563112
4/29/2007,3.633216
4/30/2007,3.67284
5/1/2007,3.742944
5/2/2007,3.767328
5/3/2007,3.736848
5/4/2007,3.715512
5/5/2007,3.721608
5/6/2007,3.621024
5/7/2007,3.493008
5/8/2007,3.432048
5/9/2007,3.328416
5/10/2007,3.255264
5/11/2007,3.227832
5/12/2007,3.236976
5/13/2007,3.255264
5/14/2007,3.294888
5/15/2007,3.349752
5/16/2007,3.374136
5/17/2007,3.416808
5/18/2007,3.483864
5/19/2007,3.5052
5/20/2007,3.544824
5/21/2007,3.584448
5/22/2007,3.593592
5/23/2007,3.572256
5/24/2007,3.541776
5/25/2007,3.462528
5/26/2007,3.389376
5/27/2007,3.313176
5/28/2007,3.206496
5/29/2007,3.06324
5/30/2007,2.95656
5/31/2007,2.785872
6/1/2007,2.578608
6/2/2007,2.365248
6/3/2007,2.112264
6/4/2007,1.901952
6/5/2007,1.709928
6/6/2007,1.639824
6/7/2007,1.6764
6/8/2007,1.694688
6/9/2007,1.673352
6/10/2007,1.716024
6/11/2007,1.776984
6/12/2007,1.825752
6/13/2007,1.822704
6/14/2007,1.764792
6/15/2007,1.749552
6/16/2007,1.709928
6/17/2007,1.66116
6/18/2007,1.655064
6/19/2007,1.685544
6/20/2007,1.682496
6/21/2007,1.728216
6/22/2007,1.770888
6/23/2007,1.789176
6/24/2007,1.81356
6/25/2007,1.804416
6/26/2007,1.795272
6/27/2007,1.795272
6/28/2007,1.850136
6/29/2007,1.837944
6/30/2007,1.780032
7/1/2007,1.731264
7/2/2007,1.679448
7/3/2007,1.66116
7/4/2007,1.73736
7/5/2007,1.825752
7/6/2007,1.911096
7/7/2007,1.95072
7/8/2007,2.008632
7/9/2007,2.063496
7/10/2007,2.176272
7/11/2007,2.279904
7/12/2007,2.337816
7/13/2007,2.371344
7/14/2007,2.401824
7/15/2007,2.490216
7/16/2007,1.856232
7/17/2007,1.96596
7/18/2007,1.99644
7/19/2007,1.978152
7/20/2007,2.795016
7/21/2007,2.749296
7/22/2007,2.68224
7/23/2007,2.63652
7/24/2007,2.554224
7/25/2007,2.471928
7/26/2007,2.350008
7/27/2007,2.231136
7/28/2007,2.124456
7/29/2007,2.020824
7/30/2007,1.926336
7/31/2007,1.850136
8/1/2007,1.807464
8/2/2007,1.801368
8/3/2007,1.825752
8/4/2007,1.789176
8/5/2007,1.709928
8/6/2007,1.612392
8/7/2007,1.502664
8/8/2007,1.441704
8/9/2007,1.41732
8/10/2007,1.335024
8/11/2007,1.313688
8/12/2007,1.26492
8/13/2007,1.197864
8/14/2007,1.155192
8/15/2007,1.152144
8/16/2007,1.17348
8/17/2007,1.149096
8/18/2007,1.11252
8/19/2007,1.149096
8/20/2007,1.194816
8/21/2007,1.277112
8/22/2007,1.292352
8/23/2007,1.246632
8/24/2007,1.237488
8/25/2007,1.179576
8/26/2007,1.11252
8/27/2007,1.088136
8/28/2007,1.030224
8/29/2007,1.00584
8/30/2007,0.987552
8/31/2007,1.060704
9/1/2007,1.109472
9/2/2007,1.17348
9/3/2007,1.210056
9/4/2007,1.243584
9/5/2007,1.322832
9/6/2007,1.362456
9/7/2007,1.377696
9/8/2007,1.405128
9/9/2007,1.40208
9/10/2007,1.466088
9/11/2007,1.426464
9/12/2007,1.429512
9/13/2007,1.435608
9/14/2007,1.423416
9/15/2007,1.399032
9/16/2007,1.411224
9/17/2007,1.374648
9/18/2007,1.362456
9/19/2007,1.331976
9/20/2007,1.240536
9/21/2007,1.26492
9/22/2007,1.18872
9/23/2007,1.146048
9/24/2007,1.057656
9/25/2007,1.069848
9/26/2007,1.033272
9/27/2007,1.027176
9/28/2007,0.978408
9/29/2007,1.024128
9/30/2007,1.12776
10/1/2007,1.167384
10/2/2007,1.121664
10/3/2007,1.210056
10/4/2007,1.207008
10/5/2007,1.197864
10/6/2007,1.033272
10/7/2007,1.15824
10/8/2007,1.088136
10/9/2007,1.106424
10/10/2007,1.05156
10/11/2007,0.935736
10/12/2007,1.002792
10/13/2007,0.92964
10/14/2007,0.923544
10/15/2007,1.05156
10/16/2007,1.146048
10/17/2007,1.143
10/18/2007,1.191768
10/19/2007,1.197864
10/20/2007,1.057656
10/21/2007,0.978408
10/22/2007,1.075944
10/23/2007,0.97536
10/24/2007,0.917448
10/25/2007,0.917448
10/26/2007,0.917448
10/27/2007,0.917448
10/28/2007,1.155192
10/29/2007,1.197864
10/30/2007,1.34112
10/31/2007,1.374648
11/1/2007,1.362456
11/2/2007,1.377696
11/3/2007,1.335024
11/4/2007,1.2954
11/5/2007,1.252728
11/6/2007,1.20396
11/7/2007,1.143
11/8/2007,1.088136
11/9/2007,1.030224
11/10/2007,0.96012
11/11/2007,0.966216
11/12/2007,1.027176
11/13/2007,1.008888
11/14/2007,1.011936
11/15/2007,1.011936
11/16/2007,0.957072
11/17/2007,0.905256
11/18/2007,0.902208
11/19/2007,0.89916
11/20/2007,0.89916
11/21/2007,0.89916
11/22/2007,0.89916
11/23/2007,0.905256
11/24/2007,0.905256
11/25/2007,1.00584
11/26/2007,0.993648
11/27/2007,0.905256
11/28/2007,0.966216
11/29/2007,0.89916
11/30/2007,0.89916
12/1/2007,0.89916
12/2/2007,0.89916
12/3/2007,0.89916
12/4/2007,0.89916
12/5/2007,0.89916
12/6/2007,0.89916
12/7/2007,0.89916
12/8/2007,0.89916
12/9/2007,0.896112
12/10/2007,0.89916
12/11/2007,0.920496
12/12/2007,0.966216
12/13/2007,0.954024
12/14/2007,0.987552
12/15/2007,0.9906
12/16/2007,0.902208
12/17/2007,0.89916
12/18/2007,0.92964
12/19/2007,1.08204
12/20/2007,1.353312
12/21/2007,1.712976
12/22/2007,1.990344
12/23/2007,2.276856
12/24/2007,2.471928
12/25/2007,2.68224
12/26/2007,2.86512
12/27/2007,2.98704
12/28/2007,3.011424
12/29/2007,3.00228
12/30/2007,3.066288
12/31/2007,2.990088
1/1/2008,2.953512
1/2/2008,2.7432
1/3/2008,2.5908
1/4/2008,2.441448
1/5/2008,2.34696
1/6/2008,2.25552
1/7/2008,2.136648
1/8/2008,2.069592
1/9/2008,2.002536
1/10/2008,1.911096
1/11/2008,1.79832
1/12/2008,1.679448
1/13/2008,1.597152
1/14/2008,1.450848
1/15/2008,1.31064
1/16/2008,1.34112
1/17/2008,1.63068
1/18/2008,1.606296
1/19/2008,1.901952
1/20/2008,2.084832
1/21/2008,2.25552
1/22/2008,2.456688
1/23/2008,2.569464
1/24/2008,2.630424
1/25/2008,2.679192
1/26/2008,2.612136
1/27/2008,2.478024
1/28/2008,2.252472
1/29/2008,2.048256
1/30/2008,1.92024
1/31/2008,1.79832
2/1/2008,1.719072
2/2/2008,1.560576
2/3/2008,1.441704
2/4/2008,1.395984
2/5/2008,1.423416
2/6/2008,1.502664
2/7/2008,1.399032
2/8/2008,1.405128
2/9/2008,1.453896
2/10/2008,1.514856
2/11/2008,1.633728
2/12/2008,1.877568
2/13/2008,2.075688
2/14/2008,2.261616
2/15/2008,2.502408
2/16/2008,2.740152
2/17/2008,3.102864
2/18/2008,3.343656
2/19/2008,3.53568
2/20/2008,3.721608
2/21/2008,3.995928
2/22/2008,4.169664
2/23/2008,4.322064
2/24/2008,4.413504
2/25/2008,4.48056
2/26/2008,4.492752
2/27/2008,4.477512
2/28/2008,4.492752
2/29/2008,4.48056
3/1/2008,4.456176
3/2/2008,4.413504
3/3/2008,4.410456
3/4/2008,4.367784
3/5/2008,4.224528
3/6/2008,4.187952
3/7/2008,4.248912
3/8/2008,4.09956
3/9/2008,4.111752
3/10/2008,4.111752
3/11/2008,4.194048
3/12/2008,4.25196
3/13/2008,4.300728
